PID;ExterCond;ExterQual;HeatingQC;KitchenQual;MSZoning;RoofStyle;RoofMatl;Exterior1st;Exterior2nd;MasVnrType;MasVnrArea;Foundation;Heating;CentralAir;Electrical;1stFlrSF;2ndFlrSF;LowQualFinSF;Kitchen;TotRmsAbvGrd;Functional;Fireplaces;FireplaceQu;PavedDrive;WoodDeckSF;OpenPorchSF;EnclosedPorch;3SsnPorch;ScreenPorch;Fence;MSSubClass;GrLivArea;FullBath;HalfBath;Bedroom;SaleType;SaleCondition;SalePrice;MoSold;YrSold;GarageCond;GarageType;GarageYrBlt;GarageCars;GarageQual;GarageFinish;GarageArea;BsmtUnfSF;BsmtCond;BsmtHalfBath;BsmtFinType1;BsmtFinType2;TotalBsmtSF;BsmtExposure;BsmtFullBath;BsmtQual;BsmtFinSF2;BsmtFinSF1;MiscFeature;MiscVal;PoolQC;PoolArea;LotFrontage;LotArea;Street;Alley;LotShape;LandContour;Utilities;LotConfig;LandSlope;Neighborhood;Condition1;Condition2;BldgType;HouseStyle;OverallQual;OverallCond;YearBuilt;YearRemodAdd
902204060;3;3;3;3;8;Hip    ;CompShg;Wd Sdng;Wd Sdng;None   ;0;CBlock;GasA ;Y;FuseA;960;0;0;1;5;Typ ;0;NA;Y;0;0;0;0;0;NA   ;190;960,0;1.0;0.0;3.0;WD   ;Normal ;135500;6;2006;TA;Detchd;1976;2;TA;Unf;576;384;TA;0;GLQ;Unf;960;Av;1;TA;0;576;NA;;NA;;50;6000;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Old Town           ;Norm                          ;Normal;2fmCon;1Story;5;7;1955;1955
902204080;3;3;3;3;8;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;BrkTil;GasA ;Y;SBrkr;861;0;0;1;5;Typ ;0;NA;N;0;0;128;0;0;NA   ;30;861,0;1.0;0.0;2.0;Oth  ;Normal ;80000;11;2009;TA;Detchd;1920;2;TA;Unf;288;861;TA;0;Unf;Unf;861;No;0;Fa;0;0;NA;;NA;;62;7404;Pave;NA  ;Regular             ;Lvl;AllPub;Corner ;Gtl;Old Town           ;Norm                          ;Normal;1Fam  ;1Story;4;6;1920;1950
902204120;2;3;1;2;8;Gable  ;CompShg;MetalSd;MetalSd;BrkFace;145;PConc ;GasA ;Y;SBrkr;816;750;0;1;7;Typ ;0;NA;Y;24;0;296;0;0;MnPrv;50;1566,0;1.0;1.0;5.0;WD   ;Normal ;139000;8;2006;TA;Detchd;1976;2;TA;Unf;450;816;TA;0;Unf;Unf;816;No;0;TA;0;0;NA;;NA;;50;6000;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Old Town           ;Norm                          ;Normal;1Fam  ;1.5Fin;5;7;1924;1950
902205010;2;3;4;3;8;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;BrkTil;GasA ;N;FuseA;612;0;0;1;4;Typ ;0;NA;N;0;0;25;0;0;NA   ;30;612,0;1.0;0.0;1.0;WD   ;Normal ;45000;10;2009;Fa;Detchd;1965;1;TA;Unf;308;;NA;;NA;NA;;NA;;NA;;;NA;;NA;;50;5925;Pave;NA  ;Regular             ;Lvl;AllPub;Corner ;Gtl;Old Town           ;Norm                          ;Normal;1Fam  ;1Story;2;4;1940;1950
902205020;3;3;2;3;8;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;BrkTil;GasA ;N;SBrkr;761;380;0;1;6;Typ ;0;NA;Y;0;0;96;0;0;NA   ;50;1141,0;1.0;0.0;3.0;ConLw;Normal ;85000;5;2007;Fa;Detchd;1930;1;Fa;Unf;252;0;TA;0;LwQ;Rec;570;No;0;Fa;448;122;NA;;NA;;50;5925;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Old Town           ;Norm                          ;Normal;1Fam  ;1.5Fin;4;6;1900;1950
902205030;3;3;4;3;8;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;BrkTil;Grav ;N;SBrkr;600;368;0;1;6;Typ ;0;NA;Y;0;0;0;0;0;GdWo ;50;968,0;1.0;0.0;2.0;WD   ;Abnorml;37900;5;2009;NA;NA;;;NA;NA;;600;TA;0;Unf;Unf;600;No;0;TA;0;0;NA;;NA;;50;5925;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Old Town           ;Norm                          ;Normal;1Fam  ;1.5Fin;3;6;1910;1950
902205070;2;3;3;3;8;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;BrkTil;GasA ;N;FuseA;407;0;0;1;3;Typ ;0;NA;Y;76;0;120;0;0;NA   ;20;407,0;1.0;0.0;1.0;WD   ;Abnorml;46500;3;2008;TA;Detchd;1949;1;Fa;Unf;297;407;TA;0;Unf;Unf;407;No;0;TA;0;0;NA;;NA;;62;7311;Pave;NA  ;Regular             ;Lvl;AllPub;Corner ;Gtl;Old Town           ;Norm                          ;Normal;1Fam  ;1Story;2;5;1946;1950
902205090;3;3;2;3;8;Hip    ;CompShg;BrkFace;BrkFace;None   ;0;CBlock;GasA ;Y;FuseA;928;0;0;1;5;Typ ;0;NA;Y;0;0;0;0;0;NA   ;20;928,0;1.0;0.0;3.0;WD   ;Normal ;112500;6;2008;TA;Attchd;1957;1;TA;Fin;288;620;TA;0;Rec;Unf;928;No;0;TA;0;308;NA;;NA;;50;6000;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Old Town           ;Norm                          ;Normal;1Fam  ;1Story;5;6;1957;1957
902205130;3;3;2;4;8;Hip    ;CompShg;MetalSd;MetalSd;None   ;0;PConc ;GasA ;Y;FuseA;960;0;0;1;5;Typ ;0;NA;Y;0;0;168;0;0;NA   ;30;960,0;1.0;0.0;2.0;WD   ;Normal ;108500;7;2007;TA;Detchd;1997;1;TA;Unf;308;710;TA;0;ALQ;Unf;960;No;0;TA;0;250;NA;;NA;;50;6000;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Old Town           ;Norm                          ;Normal;1Fam  ;1Story;4;4;1920;1950
902205140;3;3;1;3;8;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;CBlock;GasA ;Y;SBrkr;901;0;0;1;4;Typ ;0;NA;Y;0;0;0;0;0;NA   ;20;901,0;1.0;0.0;2.0;WD   ;Normal ;107900;8;2008;TA;Detchd;1954;1;Fa;Unf;281;901;TA;0;Unf;Unf;901;No;0;TA;0;0;NA;;NA;;50;6000;Pave;NA  ;Regular             ;Lvl;AllPub;Corner ;Gtl;Old Town           ;Norm                          ;Normal;1Fam  ;1Story;4;7;1954;2000
902206020;3;3;3;3;8;Gable  ;CompShg;AsbShng;AsbShng;None   ;0;BrkTil;GasA ;Y;SBrkr;492;0;0;1;3;Typ ;0;NA;N;0;0;78;0;0;NA   ;30;492,0;1.0;0.0;1.0;WD   ;Normal ;61500;6;2006;TA;Detchd;1921;1;Fa;Unf;200;76;TA;0;LwQ;Unf;492;No;1;Fa;0;416;NA;;NA;;52;7830;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Old Town           ;Norm                          ;Normal;1Fam  ;1Story;3;5;1921;1950
902206040;3;3;3;3;8;Gable  ;CompShg;Wd Sdng;Wd Sdng;None   ;0;BrkTil;GasA ;Y;SBrkr;926;0;390;1;6;Typ ;0;NA;Y;0;0;0;0;0;NA   ;50;926,0;1.0;0.0;3.0;WD   ;Normal ;130000;4;2010;TA;Detchd;1974;2;TA;Unf;484;0;TA;0;LwQ;ALQ;926;No;1;TA;692;234;NA;;NA;;50;5500;Pave;NA  ;Regular             ;Lvl;AllPub;Corner ;Gtl;Old Town           ;Norm                          ;Normal;1Fam  ;1.5Fin;5;7;1929;2001
902206090;3;3;3;3;8;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;CBlock;GasA ;Y;SBrkr;885;297;0;1;5;Typ ;0;NA;Y;0;0;0;0;0;GdWo ;50;1182,0;1.0;1.0;3.0;WD   ;Normal ;120000;5;2006;TA;Detchd;1945;1;Fa;Unf;378;460;TA;0;Rec;Unf;770;No;0;Fa;0;310;NA;;NA;;56;9576;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Old Town           ;Norm                          ;Normal;1Fam  ;1.5Fin;6;7;1945;1950
902206130;3;3;2;4;8;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;PConc ;GasA ;Y;SBrkr;827;424;0;1;6;Typ ;0;NA;N;0;0;0;0;0;NA   ;45;1251,0;1.0;0.0;3.0;WD   ;Normal ;119000;1;2010;TA;Detchd;1938;1;Fa;Unf;240;827;TA;0;Unf;Unf;827;No;0;Gd;0;0;NA;;NA;;50;6900;Pave;NA  ;Regular             ;Lvl;AllPub;Corner ;Gtl;Old Town           ;Norm                          ;Normal;1Fam  ;1.5Fin;6;7;1938;2000
902206220;2;3;1;2;8;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;BrkTil;GasA ;Y;SBrkr;1027;606;0;1;7;Typ ;1;Gd;Y;0;100;126;0;0;NA   ;50;1633,0;1.0;0.0;3.0;WD   ;Normal ;129000;6;2010;TA;Detchd;1948;1;TA;Unf;240;247;TA;0;BLQ;Unf;1027;No;0;TA;0;780;NA;;NA;;69;11851;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Old Town           ;Adjacent to arterial street   ;Normal;1Fam  ;1.5Fin;5;7;1948;2009
902206240;3;3;3;3;8;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;BrkTil;GasA ;Y;SBrkr;1060;185;0;1;6;Typ ;0;NA;Y;0;0;334;0;0;NA   ;50;1245,0;1.0;0.0;3.0;WD   ;Normal ;100000;3;2010;TA;Detchd;1962;1;TA;Unf;315;832;TA;0;Rec;Unf;1008;No;0;TA;0;176;NA;;NA;;;8239;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Old Town           ;Adjacent to arterial street   ;Normal;1Fam  ;1.5Fin;5;6;1920;1962
902206260;3;3;2;3;8;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;BrkTil;GasA ;Y;FuseA;886;0;0;1;4;Typ ;0;NA;Y;144;20;80;0;0;NA   ;30;886,0;1.0;0.0;2.0;WD   ;Normal ;91300;12;2009;TA;Attchd;1938;1;TA;Unf;273;190;TA;0;Unf;Unf;190;No;0;Fa;0;0;NA;;NA;;50;5784;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Old Town           ;Adjacent to arterial street   ;Normal;1Fam  ;1Story;5;8;1938;1996
902206270;3;3;1;3;8;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;PConc ;GasA ;Y;SBrkr;1156;642;0;1;7;Typ ;0;NA;N;0;0;160;0;0;MnPrv;70;1798,0;2.0;1.0;4.0;WD   ;Normal ;137000;5;2007;TA;Detchd;1935;2;TA;Unf;342;1075;TA;0;Unf;Unf;1075;No;0;TA;0;0;NA;;NA;;57;9639;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Old Town           ;Adjacent to arterial street   ;Normal;1Fam  ;2Story;4;8;1900;1950
902207010;2;3;2;2;8;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;CBlock;GasA ;Y;SBrkr;866;0;0;1;4;Typ ;0;NA;Y;58;42;0;0;0;NA   ;30;866,0;1.0;0.0;2.0;WD   ;Normal ;110500;8;2007;NA;NA;;;NA;NA;;357;TA;0;ALQ;Unf;686;No;0;TA;0;329;NA;;NA;;40;3880;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Old Town           ;Norm                          ;Normal;1Fam  ;1Story;5;9;1945;1997
902207080;2;3;1;3;8;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;CBlock;GasA ;Y;SBrkr;1163;0;0;1;6;Typ ;0;NA;Y;142;98;0;0;0;NA   ;20;1163,0;1.0;0.0;3.0;WD   ;Normal ;126175;7;2006;TA;Attchd;1955;1;Fa;Unf;220;906;TA;0;ALQ;Unf;1162;No;1;TA;0;256;NA;;NA;;49;5820;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Old Town           ;Norm                          ;Normal;1Fam  ;1Story;3;8;1955;2005
902207110;3;3;2;4;8;Gable  ;CompShg;Wd Sdng;Wd Sdng;None   ;0;PConc ;GasA ;Y;SBrkr;840;0;0;1;5;Typ ;0;NA;N;112;0;0;0;0;NA   ;30;840,0;1.0;0.0;2.0;WD   ;Normal ;64000;6;2006;Fa;Detchd;1938;1;TA;Unf;250;798;TA;0;Unf;Unf;798;No;0;TA;0;0;NA;;NA;;48;5747;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Old Town           ;Norm                          ;Normal;1Fam  ;1Story;3;4;1920;1950
902207120;3;3;2;3;8;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;BrkTil;GasA ;Y;SBrkr;1588;0;0;1;6;Maj2;0;NA;N;0;0;0;0;0;MnPrv;20;1588,0;2.0;0.0;5.0;WD   ;Abnorml;65000;12;2008;NA;NA;;;NA;NA;;448;Fa;0;Unf;Unf;448;No;0;Fa;0;0;NA;;NA;;103;12205;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Old Town           ;Norm                          ;Normal;1Fam  ;1Story;3;1;1949;1992
902207130;4;3;3;3;8;Gable  ;CompShg;AsbShng;AsbShng;None   ;0;BrkTil;GasA ;N;SBrkr;832;0;0;1;5;Typ ;1;Gd;N;0;0;0;0;0;NA   ;30;832,0;1.0;0.0;2.0;WD   ;Abnorml;12789;6;2010;Fa;Detchd;1928;2;Fa;Unf;780;678;Fa;0;Unf;Unf;678;No;0;Fa;0;0;NA;;NA;;68;9656;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Old Town           ;Norm                          ;Normal;1Fam  ;1Story;2;2;1923;1970
902207140;2;3;2;3;8;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;BrkTil;GasA ;Y;SBrkr;720;0;0;1;5;Typ ;0;NA;Y;106;0;0;0;0;NA   ;30;720,0;1.0;0.0;2.0;WD   ;Normal ;105900;5;2010;TA;Detchd;2005;2;TA;Unf;484;624;TA;0;Unf;Unf;624;No;0;TA;0;0;NA;;NA;;60;8520;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Old Town           ;Norm                          ;Normal;1Fam  ;1Story;6;8;1928;2003
902207150;3;2;3;3;8;Gable  ;CompShg;Wd Sdng;Wd Sdng;None   ;0;CBlock;GasA ;Y;SBrkr;968;0;0;1;5;Typ ;0;NA;N;0;0;184;0;0;NA   ;30;968,0;1.0;0.0;2.0;WD   ;Normal ;100000;7;2007;TA;Detchd;1935;2;Fa;Unf;480;968;TA;0;Unf;Unf;968;No;0;TA;0;0;NA;;NA;;60;8520;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Old Town           ;Norm                          ;Normal;1Fam  ;1Story;5;6;1923;2006
902207170;3;2;3;3;8;Gable  ;CompShg;Stucco ;Stucco ;None   ;0;PConc ;GasA ;Y;SBrkr;792;0;0;1;5;Typ ;0;NA;Y;0;0;81;0;0;GdWo ;30;792,0;1.0;0.0;2.0;WD   ;Normal ;99500;2;2009;TA;Detchd;1963;1;TA;Unf;287;624;TA;0;Unf;Unf;624;No;0;Fa;0;0;NA;;NA;;60;8520;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Old Town           ;Norm                          ;Normal;1Fam  ;1Story;5;8;1923;1950
902207220;3;3;1;2;8;Gable  ;CompShg;CemntBd;CmentBd;None   ;0;BrkTil;GasA ;Y;SBrkr;1675;1818;0;1;10;Typ ;1;Ex;Y;302;0;0;0;0;NA   ;75;3493,0;3.0;0.0;3.0;WD   ;Normal ;295000;5;2008;TA;Attchd;2003;3;TA;Unf;870;1470;TA;0;Unf;Unf;1470;No;0;TA;0;0;NA;;NA;;87;18386;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Old Town           ;Norm                          ;Normal;1Fam  ;2.5Fin;7;9;1880;2002
902300020;2;2;1;2;8;Hip    ;CompShg;VinylSd;VinylSd;None   ;0;BrkTil;GasA ;N;SBrkr;909;863;0;1;7;Typ ;0;NA;Y;0;0;0;0;0;MnPrv;70;1772,0;2.0;1.0;3.0;WD   ;Normal ;184900;5;2007;TA;Detchd;1992;2;TA;Unf;816;725;TA;0;Unf;Unf;725;No;0;TA;0;0;NA;;NA;;;10337;Pave;Pave;Slightly irregular  ;Lvl;AllPub;Inside ;Gtl;Old Town           ;Norm                          ;Normal;1Fam  ;2Story;8;9;1910;1999
902300040;3;3;3;3;8;Gambrel;CompShg;Wd Sdng;Wd Sdng;None   ;0;BrkTil;GasA ;Y;SBrkr;914;728;0;1;9;Typ ;1;Gd;Y;0;0;0;0;0;NA   ;70;1642,0;1.0;1.0;4.0;WD   ;Abnorml;145000;3;2007;TA;Detchd;1927;1;TA;Unf;374;322;TA;1;LwQ;Rec;728;No;0;TA;210;196;NA;;NA;;53;9863;Pave;Pave;Regular             ;Lvl;AllPub;Inside ;Gtl;Old Town           ;Norm                          ;Normal;1Fam  ;2Story;6;6;1927;1950
902300090;3;3;2;3;8;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;BrkTil;GasA ;Y;SBrkr;736;716;0;3;8;Typ ;0;NA;N;0;0;102;0;0;NA   ;190;1452,0;2.0;0.0;2.0;New  ;Partial;113000;6;2009;NA;NA;;;NA;NA;;736;TA;0;Unf;Unf;736;No;0;TA;0;0;NA;;NA;;33;4456;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Old Town           ;Norm                          ;Normal;2fmCon;2Story;4;5;1920;2008
902300110;4;3;3;3;8;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;BrkTil;GasA ;N;FuseA;830;797;0;2;10;Typ ;0;NA;N;192;0;60;0;0;NA   ;190;1627,0;2.0;0.0;4.0;WD   ;Normal ;139500;2;2008;Po;Detchd;1950;2;Fa;Unf;420;797;TA;0;Unf;Unf;797;No;0;Fa;0;0;NA;;NA;;69;9142;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Old Town           ;Norm                          ;Normal;2fmCon;2Story;5;5;1900;2006
902300215;3;3;2;3;8;Gable  ;CompShg;Wd Sdng;Wd Sdng;None   ;0;BrkTil;GasA ;Y;SBrkr;876;540;0;1;7;Typ ;1;Gd;Y;418;0;194;0;0;NA   ;50;1416,0;1.0;1.0;4.0;WD   ;Normal ;153900;6;2008;TA;Detchd;1949;3;TA;Unf;720;876;TA;0;Unf;Unf;876;Mn;0;TA;0;0;NA;;NA;;100;12665;Pave;Grvl;Slightly irregular  ;Lvl;AllPub;Inside ;Gtl;Old Town           ;Adjacent to arterial street   ;Normal;1Fam  ;1.5Fin;5;8;1915;1950
902300260;3;3;1;3;8;Gable  ;CompShg;Wd Sdng;Wd Shng;None   ;0;BrkTil;GasA ;Y;SBrkr;730;720;0;1;7;Typ ;0;NA;Y;0;192;0;0;0;MnPrv;75;1450,0;1.0;0.0;3.0;WD   ;Normal ;132000;3;2008;TA;Detchd;1935;1;TA;Unf;288;508;TA;0;BLQ;Unf;624;No;0;TA;0;116;NA;;NA;;53;5350;Pave;NA  ;Regular             ;Lvl;AllPub;Corner ;Gtl;Old Town           ;Adjacent to arterial street   ;Normal;1Fam  ;2Story;7;8;1920;1965
902301030;3;3;2;2;8;Gambrel;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;842;630;0;1;6;Typ ;0;NA;P;0;0;84;0;0;GdWo ;50;1472,0;1.0;0.0;3.0;WD   ;Normal ;125000;7;2007;Fa;Detchd;1925;1;TA;Unf;250;702;TA;0;Unf;Unf;702;Mn;0;TA;0;0;NA;;NA;;60;9600;Pave;Grvl;Regular             ;Lvl;AllPub;Inside ;Gtl;Old Town           ;Norm                          ;Normal;1Fam  ;1.5Fin;5;8;1925;1994
902301060;2;2;3;2;8;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;BrkTil;GasA ;Y;SBrkr;833;677;0;1;7;Typ ;0;NA;N;0;0;160;0;0;NA   ;70;1510,0;2.0;0.0;3.0;WD   ;Normal ;87500;6;2009;TA;Detchd;1974;2;TA;Unf;720;677;TA;0;Unf;Unf;677;No;0;Fa;0;0;NA;;NA;;60;9600;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Old Town           ;Norm                          ;Normal;1Fam  ;2Story;4;4;1910;1950
902301080;3;3;3;3;8;Gable  ;CompShg;AsbShng;AsbShng;None   ;0;CBlock;GasA ;Y;SBrkr;720;564;0;1;5;Typ ;0;NA;Y;0;35;0;0;0;MnWw ;50;1284,0;1.0;1.0;2.0;WD   ;Normal ;110000;4;2009;TA;Detchd;1948;1;TA;Unf;240;408;TA;0;LwQ;Unf;720;No;0;TA;0;312;NA;;NA;;50;3500;Pave;Grvl;Regular             ;Lvl;AllPub;Inside ;Gtl;Old Town           ;Norm                          ;Normal;1Fam  ;1.5Fin;5;7;1947;1950
902301120;4;3;2;4;8;Gable  ;CompShg;AsbShng;AsbShng;None   ;0;Stone ;GasA ;N;FuseP;908;1020;0;2;9;Typ ;0;NA;Y;0;60;112;0;0;NA   ;190;1928,0;2.0;0.0;4.0;WD   ;Normal ;137000;4;2006;Po;Detchd;1910;1;Po;Unf;440;1020;TA;0;Unf;Unf;1020;No;0;Fa;0;0;NA;;NA;;69;9142;Pave;Grvl;Regular             ;Lvl;AllPub;Inside ;Gtl;Old Town           ;Norm                          ;Normal;2fmCon;2Story;6;8;1910;1950
902301130;3;3;1;3;8;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;BrkTil;GasA ;Y;SBrkr;616;616;0;1;6;Typ ;0;NA;Y;280;0;143;0;0;NA   ;70;1232,0;1.0;0.0;3.0;WD   ;Normal ;114000;6;2007;Fa;Detchd;1920;2;Fa;Unf;480;448;TA;0;BLQ;Unf;616;No;0;TA;0;168;NA;;NA;;35;4571;Pave;Grvl;Regular             ;Lvl;AllPub;Inside ;Gtl;Old Town           ;Norm                          ;Normal;1Fam  ;2Story;5;7;1910;1950
902301140;3;3;4;3;8;Gable  ;CompShg;AsbShng;AsbShng;None   ;0;BrkTil;GasA ;N;SBrkr;624;720;0;1;7;Typ ;0;NA;Y;0;0;96;0;0;NA   ;70;1344,0;1.0;0.0;4.0;COD  ;Abnorml;98000;5;2008;Fa;Detchd;1916;3;Fa;Unf;513;624;TA;0;Unf;Unf;624;No;0;TA;0;0;NA;;NA;;34;4571;Pave;Grvl;Regular             ;Lvl;AllPub;Inside ;Gtl;Old Town           ;Norm                          ;Normal;1Fam  ;2Story;5;5;1916;1950
902301150;3;3;1;3;8;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;CBlock;GasA ;Y;SBrkr;709;308;0;1;5;Typ ;0;NA;N;0;0;139;0;0;NA   ;50;1017,0;1.0;0.0;2.0;WD   ;Normal ;114000;5;2008;TA;Detchd;1961;1;TA;Unf;308;346;TA;0;Unf;Unf;346;No;0;TA;0;0;NA;;NA;;69;9143;Pave;Grvl;Regular             ;Lvl;AllPub;Corner ;Gtl;Old Town           ;Norm                          ;Normal;1Fam  ;1.5Fin;5;7;1900;2003
902302150;3;3;3;3;8;Gable  ;CompShg;Wd Sdng;Wd Sdng;None   ;0;BrkTil;GasA ;N;SBrkr;1422;915;0;2;10;Min2;0;NA;Y;0;57;0;0;0;NA   ;190;2337,0;2.0;0.0;5.0;WD   ;Normal ;90000;9;2007;TA;Detchd;1945;2;TA;Unf;560;662;TA;0;Unf;Unf;662;No;0;TA;0;0;NA;;NA;;85;13600;Pave;Grvl;Regular             ;Lvl;AllPub;Inside ;Gtl;Old Town           ;Norm                          ;Normal;2fmCon;2Story;5;5;1900;1950
902303100;3;3;3;3;8;Gable  ;CompShg;Wd Sdng;Wd Sdng;None   ;0;CBlock;GasA ;Y;SBrkr;991;659;0;1;6;Typ ;0;NA;N;128;103;0;0;0;NA   ;50;1650,0;2.0;0.0;3.0;WD   ;Normal ;144100;11;2007;TA;Detchd;1979;2;TA;Unf;468;667;Gd;0;BLQ;Unf;926;No;0;Gd;0;259;NA;;NA;;56;8398;Pave;Grvl;Regular             ;Lvl;AllPub;Inside ;Gtl;Old Town           ;Norm                          ;Normal;1Fam  ;1.5Fin;6;8;1910;1990
902304040;3;3;3;4;8;Gable  ;CompShg;Wd Sdng;Wd Sdng;None   ;0;BrkTil;GasW ;Y;SBrkr;1178;1032;0;1;8;Typ ;0;NA;N;0;48;0;0;0;NA   ;70;2210,0;2.0;0.0;5.0;WD   ;Normal ;117500;5;2007;TA;Detchd;1930;1;Fa;Unf;205;1008;TA;0;Unf;Unf;1008;Mn;0;TA;0;0;NA;;NA;;90;9900;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Old Town           ;Norm                          ;Normal;1Fam  ;2Story;6;4;1880;1950
902304060;3;3;3;3;8;Gable  ;CompShg;AsbShng;AsbShng;None   ;0;BrkTil;GasA ;Y;FuseP;1377;973;0;2;10;Typ ;0;NA;Y;0;0;219;0;0;NA   ;190;2350,0;2.0;0.0;4.0;WD   ;Normal ;130000;4;2008;TA;2Types;1930;2;TA;Unf;393;739;TA;0;Rec;Unf;973;No;0;TA;0;234;NA;;NA;;60;9600;Pave;Grvl;Regular             ;Lvl;AllPub;Inside ;Gtl;Old Town           ;Norm                          ;Normal;2fmCon;2Story;5;5;1920;1960
902305010;2;3;2;2;8;Gambrel;CompShg;VinylSd;VinylSd;None   ;0;BrkTil;GasA ;Y;SBrkr;687;671;0;1;6;Typ ;1;Gd;Y;0;32;0;0;0;MnPrv;70;1358,0;1.0;1.0;3.0;WD   ;Partial;124500;7;2007;TA;Detchd;2004;1;TA;Unf;336;371;Fa;0;Rec;Unf;687;No;0;TA;0;316;NA;;NA;;60;3600;Pave;Grvl;Regular             ;Lvl;AllPub;Inside ;Gtl;Old Town           ;Norm                          ;Normal;1Fam  ;2Story;5;7;1930;2005
902305080;3;3;4;3;8;Gable  ;CompShg;AsbShng;AsbShng;None   ;0;BrkTil;OthW ;N;SBrkr;1134;924;0;1;8;Typ ;1;Gd;P;0;0;259;0;0;NA   ;75;2058,0;1.0;1.0;3.0;WD   ;Normal ;129500;4;2008;Fa;Detchd;1950;2;Fa;Unf;396;416;TA;0;Rec;Unf;735;No;0;Gd;0;319;NA;;NA;;60;9600;Pave;Grvl;Regular             ;Lvl;AllPub;Inside ;Gtl;Old Town           ;Norm                          ;Normal;1Fam  ;2.5Unf;6;5;1917;1950
902305090;3;3;4;3;8;Gable  ;CompShg;AsbShng;Stucco ;None   ;0;BrkTil;GasW ;N;SBrkr;1095;679;0;2;8;Min2;0;NA;N;0;0;90;0;0;NA   ;70;1774,0;2.0;0.0;4.0;WD   ;Normal ;87000;5;2006;Fa;2Types;1920;3;Fa;Unf;779;1095;Fa;0;Unf;Unf;1095;No;1;TA;0;0;NA;;NA;;60;9600;Pave;Grvl;Regular             ;Lvl;AllPub;Inside ;Gtl;Old Town           ;Norm                          ;Normal;1Fam  ;2Story;4;2;1900;1950
902305110;2;2;3;2;8;Gable  ;CompShg;Wd Sdng;Wd Sdng;None   ;0;BrkTil;GasW ;N;SBrkr;930;636;0;1;7;Typ ;0;NA;Y;54;228;246;0;0;NA   ;70;1566,0;2.0;0.0;3.0;WD   ;Abnorml;150000;4;2010;TA;Detchd;1930;1;TA;Unf;288;930;TA;0;Unf;Unf;930;No;0;TA;0;0;NA;;NA;;60;9600;Pave;Grvl;Regular             ;Lvl;AllPub;Corner ;Gtl;Old Town           ;Norm                          ;Normal;1Fam  ;2Story;8;9;1900;2003
